x0,x1,x2,x3,x4,x5,x6,y
-4.5970711737145225,-2.999241656503721,-5.735565386129917,-3.984228184928127,-5.149052256981586,-7.775141570778683,-3.78578973136774,1.0
8.130288345068173,5.906141290164353,6.174751714431814,2.137881331121717,8.168126844039111,5.449365573132532,4.690544995114934,0.0
-5.506438056509431,-2.1724123150720627,-5.438820916635561,-2.3892023224137473,-3.391176365723645,-6.585607090137566,-2.25229960099297,1.0
2.72253261198936,-1.1203575790177085,-1.180225379464324,-2.296887138778278,-1.722476701130827,-0.06503488294370946,-0.809943426638922,1.0
-6.638930710453381,-3.5381840153869617,-4.431006390353566,-5.122881326636934,-5.451171262605339,-7.744938944447668,-3.800035727481137,1.0
-3.2277326704652403,0.09404950453965033,-2.9587771162208973,-1.5566311646736586,-3.2437854693189134,-3.4704178436104454,-1.8690763303337317,1.0
0.014157355582015918,2.4211072739411024,3.8642940818150446,5.068379395563008,1.7014333915949131,9.027856958500363,1.3191006324239711,1.0
7.655558208610802,3.0462303346287882,5.5759313446338705,1.8358012973147932,7.444750796321024,5.214336903265969,3.8752066602636295,0.0
7.268034205047918,4.410438267220124,5.695489834890301,1.0340463820610395,7.2937363393837735,4.84542176636868,1.9177434895514802,0.0
-3.1768147997103973,0.15490291447357718,-1.503725103495872,0.06660062978682513,-3.056360858088106,-4.469144559959626,-1.1175333654648556,0.0
0.6556375817703372,0.5925221882968312,3.2525728252485124,5.768487246912548,-0.692935841565897,6.3907831558711745,0.6269554597990218,0.0
0.2856659061190372,3.5668707552305015,5.467284219736368,5.597803290117669,1.1334562830585462,8.063231939869059,0.4090528773292268,1.0
-2.7177101098876233,0.20479040704524587,-2.097279924380363,-1.2666870388222948,-1.829805424359888,-2.724771092473089,-1.2804889498409846,1.0
3.6632883629000323,-1.61259545487568,-2.430390376406063,-2.507906241804927,-1.564530730003,1.088191968578877,-1.6097213588232226,0.0
1.4329283869374434,0.8139454031672614,3.8571805593302737,5.150497465427678,0.07999152853400576,9.491022943355478,2.7513362606151475,0.0
-6.870402473156811,-2.3326701356841344,-5.350511270412333,-4.169327783511503,-5.0197937086968665,-7.384775541961059,-1.8674067615012087,1.0
-5.225413798545715,-2.0833817574489313,-7.264901056381612,-5.81844995777128,-5.011795626595206,-7.7093611118814165,-3.9711467727995196,0.0
-3.7372757884684606,0.1956366044140465,-1.9425019282235128,-0.40325108743996174,-3.0267995617120245,-2.2405798476788643,-1.3671632563742504,0.0
-3.7521736264685113,-1.2137243676609428,-1.217023942917616,-0.100597790259214,-0.9074660204383069,-3.309728562533245,-2.055866383110012,0.0
3.943031174468434,-2.3703050877438687,-1.8962750798715142,-3.0854706720345635,-1.3763197473340607,0.7566994835746885,-0.5768219568777251,1.0
-5.818930409557286,-3.5809755395671177,-6.115196367092504,-2.304505737511851,-4.929033714082759,-6.824418559457455,-3.749323299697922,1.0
3.7392504015143806,-2.135437614716879,-2.1797730160664055,-2.72768903419394,-0.680741446180294,-0.25797977311710885,-0.21274574420405612,1.0
3.134430512360499,-3.5375941128110164,-2.1742327931018486,-1.8822847263272373,0.4045496324734634,-0.7579776558509186,-1.1757129835110485,0.0
1.894172593419297,-2.7718295993407733,-1.3454621434709915,-1.5212882685910676,-1.612009266331476,-1.6861034401054331,-2.04800210043298,1.0
-5.519539034994271,-3.765911118075131,-5.563498918999853,-4.051429399654377,-4.277370185449303,-8.187185190486398,-3.733274594549198,1.0
1.6392047638478071,1.5661512835845572,6.812943908265147,7.231733862888061,1.1299903832366516,9.242589109935427,2.967589926271051,1.0
-3.8656540728091393,-3.785448301070999,-4.743886196102417,-2.1298748682016044,-4.161494032921374,-7.186293874394401,-3.811613820982182,1.0
-5.15773632240993,-3.573392233327202,-6.351406648454243,-5.029829202030957,-3.7461260712468576,-8.370509282474403,-3.2054199956155407,1.0
-4.710310796917373,-1.179973510027665,-2.0946966087479826,-0.04188799892376349,-2.1775645338643725,-2.917921881908676,-2.80643229586481,0.0
5.28237866904342,-2.5771081843791235,-1.432816675577435,-2.7995919948937456,-1.761230309734517,2.005356223169308,-0.780400076269824,1.0
9.414035456293139,5.984259283944304,7.62701796955411,2.805651920026671,8.354961098167717,6.908748981748522,4.646253392834511,1.0
-5.97940328146592,-1.1322423429875648,-4.649560178834329,-0.36373091367242033,-3.8975963855487494,-4.299398007805131,-1.566485744008738,1.0
4.5344884519609705,-1.9389810175907083,-1.3029688506417945,-3.7606709589210583,-0.9701109277956652,-0.42803941388839317,-1.049728486779994,1.0
